@RELATION possessions

@ATTRIBUTE ID string
@ATTRIBUTE left5 string
@ATTRIBUTE left4 string
@ATTRIBUTE left3 string
@ATTRIBUTE left2 string
@ATTRIBUTE left1 string
@ATTRIBUTE left_bigram string
@ATTRIBUTE left_bigram_pos string
@ATTRIBUTE left_trigram string
@ATTRIBUTE left_trigram_pos string
@ATTRIBUTE left5 role
@ATTRIBUTE left4 role
@ATTRIBUTE left3 role
@ATTRIBUTE left2 role
@ATTRIBUTE left1 role
@ATTRIBUTE right1 string
@ATTRIBUTE right2 string
@ATTRIBUTE right3 string
@ATTRIBUTE right4 string
@ATTRIBUTE right5 string
@ATTRIBUTE right_bigram string
@ATTRIBUTE right_bigram_pos string
@ATTRIBUTE right_trigram string
@ATTRIBUTE right_trigram_pos string
@ATTRIBUTE right1 role
@ATTRIBUTE right2 role
@ATTRIBUTE right3 role
@ATTRIBUTE right4 role
@ATTRIBUTE right5 role
@ATTRIBUTE neighbor_sentence string
@ATTRIBUTE possessive_pronoun numeric
@ATTRIBUTE jj_near numeric
@ATTRIBUTE low_category string
@ATTRIBUTE top_category string
@ATTRIBUTE word string
@ATTRIBUTE class {non_possession,possession}

@DATA
"1_26_6","DT","IN","VBD","WDT","NN", "man_that that_worked worked_in in_a", "NN_WDT WDT_VBD VBD_IN IN_DT", "man_that_worked that_worked_in worked_in_a", "NN_WDT_VBD WDT_VBD_IN VBD_IN_DT","nsubj","nsubj","rcmod","adpmod","det", "NN", "NN", "IN", "JJ", "DT", "house_kind kind_of of_like like_a", "NN_NN NN_IN IN_JJ JJ_DT", "house_kind_of kind_of_like of_like_a", "NN_NN_IN NN_IN_JJ IN_JJ_DT","adpobj","appos","adpmod","amod","det", "man that worked in a house kind of like a", 0, 0, "", "", "guest", non_possession
"1_26_7","NN","DT","IN","VBD","WDT", "that_worked worked_in in_a a_guest", "WDT_VBD VBD_IN IN_DT DT_NN", "that_worked_in worked_in_a in_a_guest", "WDT_VBD_IN VBD_IN_DT IN_DT_NN","nsubj","rcmod","adpmod","det","compmod", "NN", "IN", "JJ", "DT", "NN", "kind_of of_like like_a a_hostel", "NN_IN IN_JJ JJ_DT DT_NN", "kind_of_like of_like_a like_a_hostel", "NN_IN_JJ IN_JJ_DT JJ_DT_NN","appos","adpmod","amod","det","adpobj", "that worked in a guest kind of like a hostel", 0, 0, "", "", "house", non_possession
"1_26_9","NN","NN","DT","IN","VBD", "worked_in in_a a_guest guest_house", "VBD_IN IN_DT DT_NN NN_NN", "worked_in_a in_a_guest a_guest_house", "VBD_IN_DT IN_DT_NN DT_NN_NN","rcmod","adpmod","det","compmod","adpobj", "IN", "JJ", "DT", "NN", "DT", "of_like like_a a_hostel hostel_these", "IN_JJ JJ_DT DT_NN NN_DT", "of_like_a like_a_hostel a_hostel_these", "IN_JJ_DT JJ_DT_NN DT_NN_DT","adpmod","amod","det","adpobj","nsubj", "worked in a guest house of like a hostel these", 0, 0, "", "", "kind", non_possession
"1_26_13","DT","JJ","IN","NN","NN", "house_kind kind_of of_like like_a", "NN_NN NN_IN IN_JJ JJ_DT", "house_kind_of kind_of_like of_like_a", "NN_NN_IN NN_IN_JJ IN_JJ_DT","adpobj","appos","adpmod","amod","det", "DT", "VBP", "JJ", "IN", "NNP", "these_are are_common common_in in_Asia", "DT_VBP VBP_JJ JJ_IN IN_NNP", "these_are_common are_common_in common_in_Asia", "DT_VBP_JJ VBP_JJ_IN JJ_IN_NNP","nsubj","ROOT","acomp","adpmod","compmod", "house kind of like a these are common in Asia", 0, 1, "", "", "hostel", non_possession
"1_26_19","IN","JJ","VBP","DT","NN", "hostel_these these_are are_common common_in", "NN_DT DT_VBP VBP_JJ JJ_IN", "hostel_these_are these_are_common are_common_in", "NN_DT_VBP DT_VBP_JJ VBP_JJ_IN","adpobj","nsubj","ROOT","acomp","adpmod", "NNP", "VBD", "IN", "IN", "PRP$", "I_was was_in in_during during_my", "NNP_VBD VBD_IN IN_IN IN_PRP$", "I_was_in was_in_during in_during_my", "NNP_VBD_IN VBD_IN_IN IN_IN_PRP$","adpobj","ccomp","adpmod","adpcomp","poss", "hostel these are common in I was in during my", 0, 1, "", "", "Asia", non_possession
"1_26_21","NNP","IN","JJ","VBP","DT", "these_are are_common common_in in_Asia", "DT_VBP VBP_JJ JJ_IN IN_NNP", "these_are_common are_common_in common_in_Asia", "DT_VBP_JJ VBP_JJ_IN JJ_IN_NNP","nsubj","ROOT","acomp","adpmod","compmod", "VBD", "IN", "IN", "PRP$", "NN", "was_in in_during during_my my_stay", "VBD_IN IN_IN IN_PRP$ PRP$_NN", "was_in_during in_during_my during_my_stay", "VBD_IN_IN IN_IN_PRP$ IN_PRP$_NN","ccomp","adpmod","adpcomp","poss","adpobj", "these are common in Asia was in during my stay", 0, 0, "", "", "I", non_possession
"1_26_26","PRP$","IN","IN","VBD","NNP", "I_was was_in in_during during_my", "NNP_VBD VBD_IN IN_IN IN_PRP$", "I_was_in was_in_during in_during_my", "NNP_VBD_IN VBD_IN_IN IN_IN_PRP$","adpobj","ccomp","adpmod","adpcomp","poss", "IN", "NNP", "VBD", "IN", "NNP", "in_Bangkok Bangkok_came came_from from_Myanmar", "IN_NNP NNP_VBD VBD_IN IN_NNP", "in_Bangkok_came Bangkok_came_from came_from_Myanmar", "IN_NNP_VBD NNP_VBD_IN VBD_IN_NNP","adpmod","adpobj","ccomp","adpmod","adpobj", "I was in during my in Bangkok came from Myanmar", 1, 0, "", "", "stay", non_possession
"1_26_28","IN","NN","PRP$","IN","IN", "in_during during_my my_stay stay_in", "IN_IN IN_PRP$ PRP$_NN NN_IN", "in_during_my during_my_stay my_stay_in", "IN_IN_PRP$ IN_PRP$_NN PRP$_NN_IN","adpmod","adpcomp","poss","adpobj","adpmod", "VBD", "IN", "NNP", "IN", "NN", "came_from from_Myanmar Myanmar_in in_search", "VBD_IN IN_NNP NNP_IN IN_NN", "came_from_Myanmar from_Myanmar_in Myanmar_in_search", "VBD_IN_NNP IN_NNP_IN NNP_IN_NN","ccomp","adpmod","adpobj","adpmod","adpobj", "in during my stay in came from Myanmar in search", 1, 0, "", "", "Bangkok", non_possession
"1_26_31","IN","VBD","NNP","IN","NN", "stay_in in_Bangkok Bangkok_came came_from", "NN_IN IN_NNP NNP_VBD VBD_IN", "stay_in_Bangkok in_Bangkok_came Bangkok_came_from", "NN_IN_NNP IN_NNP_VBD NNP_VBD_IN","adpobj","adpmod","adpobj","ccomp","adpmod", "IN", "NN", "IN", "DT", "JJR", "in_search search_of of_a a_better", "IN_NN NN_IN IN_DT DT_JJR", "in_search_of search_of_a of_a_better", "IN_NN_IN NN_IN_DT IN_DT_JJR","adpmod","adpobj","adpmod","det","amod", "stay in Bangkok came from in search of a better", 0, 0, "", "", "Myanmar", non_possession
"1_26_33","IN","NNP","IN","VBD","NNP", "Bangkok_came came_from from_Myanmar Myanmar_in", "NNP_VBD VBD_IN IN_NNP NNP_IN", "Bangkok_came_from came_from_Myanmar from_Myanmar_in", "NNP_VBD_IN VBD_IN_NNP IN_NNP_IN","adpobj","ccomp","adpmod","adpobj","adpmod", "IN", "DT", "JJR", "NN", "", "of_a a_better better_life", "IN_DT DT_JJR JJR_NN", "of_a_better a_better_life", "IN_DT_JJR DT_JJR_NN","adpmod","det","amod","adpobj","", "Bangkok came from Myanmar in of a better life", 0, 0, "", "", "search", non_possession
"1_26_37","JJR","DT","IN","NN","IN", "in_search search_of of_a a_better", "IN_NN NN_IN IN_DT DT_JJR", "in_search_of search_of_a of_a_better", "IN_NN_IN NN_IN_DT IN_DT_JJR","adpmod","adpobj","adpmod","det","amod", "", "", "", "", "", "", "", "", "","","","","","", "in search of a better", 0, 1, "", "", "life", non_possession
"1_27_3","NNP","VBD","PRP", "", "", "He_had had__no_", "PRP_VBD VBD_NNP", "He_had__no_", "PRP_VBD_NNP","","","nsubj","ROOT","compmod", "NN", "NNS", "VBG", "CD", "NNS", "night_shifts shifts_working working_six six_days", "NN_NNS NNS_VBG VBG_CD CD_NNS", "night_shifts_working shifts_working_six working_six_days", "NN_NNS_VBG NNS_VBG_CD VBG_CD_NNS","compmod","dobj","xcomp","num","dobj", "He had _no_ night shifts working six days", 0, 0, "", "", "hour", non_possession
"1_27_4","NN","NNP","VBD","PRP", "", "He_had had__no_ _no__hour", "PRP_VBD VBD_NNP NNP_NN", "He_had__no_ had__no__hour", "PRP_VBD_NNP VBD_NNP_NN","","nsubj","ROOT","compmod","compmod", "NNS", "VBG", "CD", "NNS", "DT", "shifts_working working_six six_days days_a", "NNS_VBG VBG_CD CD_NNS NNS_DT", "shifts_working_six working_six_days six_days_a", "NNS_VBG_CD VBG_CD_NNS CD_NNS_DT","dobj","xcomp","num","dobj","det", "He had _no_ hour shifts working six days a", 0, 0, "", "", "night", non_possession
"1_27_5","NN","NN","NNP","VBD","PRP", "He_had had__no_ _no__hour hour_night", "PRP_VBD VBD_NNP NNP_NN NN_NN", "He_had__no_ had__no__hour _no__hour_night", "PRP_VBD_NNP VBD_NNP_NN NNP_NN_NN","nsubj","ROOT","compmod","compmod","compmod", "VBG", "CD", "NNS", "DT", "NN", "working_six six_days days_a a_week", "VBG_CD CD_NNS NNS_DT DT_NN", "working_six_days six_days_a days_a_week", "VBG_CD_NNS CD_NNS_DT NNS_DT_NN","xcomp","num","dobj","det","dobj", "He had _no_ hour night working six days a week", 0, 0, "", "", "shifts", non_possession
"1_27_9","CD","VBG","NNS","NN","NN", "hour_night night_shifts shifts_working working_six", "NN_NN NN_NNS NNS_VBG VBG_CD", "hour_night_shifts night_shifts_working shifts_working_six", "NN_NN_NNS NN_NNS_VBG NNS_VBG_CD","compmod","compmod","dobj","xcomp","num", "DT", "NN", "", "", "", "a_week", "DT_NN", "", "","det","dobj","","","", "hour night shifts working six a week", 0, 0, "", "", "days", non_possession
"1_27_11","DT","NNS","CD","VBG","NNS", "shifts_working working_six six_days days_a", "NNS_VBG VBG_CD CD_NNS NNS_DT", "shifts_working_six working_six_days six_days_a", "NNS_VBG_CD VBG_CD_NNS CD_NNS_DT","dobj","xcomp","num","dobj","det", "", "", "", "", "", "", "", "", "","","","","","", "shifts working six days a", 0, 0, "", "", "week", non_possession
"1_27_13", "", "", "", "", "", "", "", "", "","","","","","", "NN", "NN", "RB", "VBZ", "PRP$", "work_visa visa_alone alone_costs costs_his", "NN_NN NN_RB RB_VBZ VBZ_PRP$", "work_visa_alone visa_alone_costs alone_costs_his", "NN_NN_RB NN_RB_VBZ RB_VBZ_PRP$","compmod","nsubj","advmod","ROOT","poss", "work visa alone costs his", 0, 0, "", "", "His", non_possession
"1_27_14","NNP", "", "", "", "", "", "", "", "","","","","","poss", "NN", "RB", "VBZ", "PRP$", "JJ", "visa_alone alone_costs costs_his his_monthly", "NN_RB RB_VBZ VBZ_PRP$ PRP$_JJ", "visa_alone_costs alone_costs_his costs_his_monthly", "NN_RB_VBZ RB_VBZ_PRP$ VBZ_PRP$_JJ","nsubj","advmod","ROOT","poss","amod", "His visa alone costs his monthly", 1, 0, "", "", "work", non_possession
"1_27_15","NN","NNP", "", "", "", "His_work", "NNP_NN", "", "","","","","poss","compmod", "RB", "VBZ", "PRP$", "JJ", "NN", "alone_costs costs_his his_monthly monthly_salary", "RB_VBZ VBZ_PRP$ PRP$_JJ JJ_NN", "alone_costs_his costs_his_monthly his_monthly_salary", "RB_VBZ_PRP$ VBZ_PRP$_JJ PRP$_JJ_NN","advmod","ROOT","poss","amod","", "His work alone costs his monthly salary", 1, 0, "", "", "visa", non_possession
"1_27_20","JJ","PRP$","VBZ","RB","NN", "visa_alone alone_costs costs_his his_monthly", "NN_RB RB_VBZ VBZ_PRP$ PRP$_JJ", "visa_alone_costs alone_costs_his costs_his_monthly", "NN_RB_VBZ RB_VBZ_PRP$ VBZ_PRP$_JJ","nsubj","advmod","ROOT","poss","amod", "DT", "NN", "", "", "", "every_year", "DT_NN", "", "","det","","","","", "visa alone costs his monthly every year", 1, 1, "", "", "salary", non_possession
"1_27_22","DT","NN","JJ","PRP$","VBZ", "costs_his his_monthly monthly_salary salary_every", "VBZ_PRP$ PRP$_JJ JJ_NN NN_DT", "costs_his_monthly his_monthly_salary monthly_salary_every", "VBZ_PRP$_JJ PRP$_JJ_NN JJ_NN_DT","ROOT","poss","amod","","det", "", "", "", "", "", "", "", "", "","","","","","", "costs his monthly salary every", 0, 1, "", "", "year", non_possession
"1_27_24", "", "", "", "", "", "", "", "", "","","","","","", "IN", "CD", "NNS", "-NONE-", "VBD", "about_eight eight_years years_he’s he’s_worked", "IN_CD CD_NNS NNS_-NONE- -NONE-_VBD", "about_eight_years eight_years_he’s years_he’s_worked", "IN_CD_NNS CD_NNS_-NONE- NNS_-NONE-_VBD","adpmod","num","adpobj","nsubj","rcmod", "about eight years he’s worked", 0, 0, "", "", "In", non_possession
"1_27_27","CD","IN","NNP", "", "", "In_about about_eight", "NNP_IN IN_CD", "In_about_eight", "NNP_IN_CD","","","mark","adpmod","num", "-NONE-", "VBD", "IN", "DT", "NN", "he’s_worked worked_at at_the the_hostel", "-NONE-_VBD VBD_IN IN_DT DT_NN", "he’s_worked_at worked_at_the at_the_hostel", "-NONE-_VBD_IN VBD_IN_DT IN_DT_NN","nsubj","rcmod","adpmod","det","adpobj", "In about eight he’s worked at the hostel", 0, 0, "", "", "years", non_possession
"1_27_32","DT","IN","VBD","-NONE-","NNS", "years_he’s he’s_worked worked_at at_the", "NNS_-NONE- -NONE-_VBD VBD_IN IN_DT", "years_he’s_worked he’s_worked_at worked_at_the", "NNS_-NONE-_VBD -NONE-_VBD_IN VBD_IN_DT","adpobj","nsubj","rcmod","adpmod","det", "PRP", "VBD", "TO", "VB", "RB", "he_got got_to to_go go_home", "PRP_VBD VBD_TO TO_VB VB_RB", "he_got_to got_to_go to_go_home", "PRP_VBD_TO VBD_TO_VB TO_VB_RB","nsubj","ROOT","aux","xcomp","advmod", "years he’s worked at the he got to go home", 0, 0, "", "", "hostel", non_possession
"1_27_40","TO","RB","VB","TO","VBD", "got_to to_go go_home home_to", "VBD_TO TO_VB VB_RB RB_TO", "got_to_go to_go_home go_home_to", "VBD_TO_VB TO_VB_RB VB_RB_TO","ROOT","aux","xcomp","advmod","aux", "WRB", "PRP", "MD", "VB", "PRP$", "where_he he_could could_see see_his", "WRB_PRP PRP_MD MD_VB VB_PRP$", "where_he_could he_could_see could_see_his", "WRB_PRP_MD PRP_MD_VB MD_VB_PRP$","advmod","nsubj","aux","xcomp","poss", "got to go home to where he could see his", 0, 0, "", "", "Myanmar", non_possession
"1_27_46","PRP$","VB","MD","PRP","WRB", "where_he he_could could_see see_his", "WRB_PRP PRP_MD MD_VB VB_PRP$", "where_he_could he_could_see could_see_his", "WRB_PRP_MD PRP_MD_VB MD_VB_PRP$","advmod","nsubj","aux","xcomp","poss", "RB", "VBP", "", "", "", "only_twice", "RB_VBP", "", "","advmod","","","","", "where he could see his only twice", 1, 0, "", "", "children", non_possession
"1_27_50", "", "", "", "", "", "", "", "", "","","","","","", "RB", "PRP$", "NN", "VBZ", "RB", "now_his his_wife wife_is is_also", "RB_PRP$ PRP$_NN NN_VBZ VBZ_RB", "now_his_wife his_wife_is wife_is_also", "RB_PRP$_NN PRP$_NN_VBZ NN_VBZ_RB","advmod","poss","nsubj","aux","advmod", "now his wife is also", 0, 0, "", "", "Lucky", non_possession
"1_27_54","PRP$","RB","NNP", "", "", "Lucky_now now_his", "NNP_RB RB_PRP$", "Lucky_now_his", "NNP_RB_PRP$","","","","advmod","poss", "VBZ", "RB", "VBG", "IN", "NNP", "is_also also_working working_in in_Bangkok", "VBZ_RB RB_VBG VBG_IN IN_NNP", "is_also_working also_working_in working_in_Bangkok", "VBZ_RB_VBG RB_VBG_IN VBG_IN_NNP","aux","advmod","rcmod","adpmod","adpobj", "Lucky now his is also working in Bangkok", 1, 0, "", "", "wife", non_possession
"1_27_59","IN","VBG","RB","VBZ","NN", "wife_is is_also also_working working_in", "NN_VBZ VBZ_RB RB_VBG VBG_IN", "wife_is_also is_also_working also_working_in", "NN_VBZ_RB VBZ_RB_VBG RB_VBG_IN","nsubj","aux","advmod","rcmod","adpmod", "CC", "PRP", "VBD", "PRP", "PRP", "but_he he_told told_me me_they", "CC_PRP PRP_VBD VBD_PRP PRP_PRP", "but_he_told he_told_me told_me_they", "CC_PRP_VBD PRP_VBD_PRP VBD_PRP_PRP","cc","nsubj","conj","","nsubj", "wife is also working in but he told me they", 0, 0, "", "", "Bangkok", non_possession
"1_27_75","RB","DT","IN","JJ","DT", "each_other other_for for_a a_little", "DT_JJ JJ_IN IN_DT DT_RB", "each_other_for other_for_a for_a_little", "DT_JJ_IN JJ_IN_DT IN_DT_RB","det","amod","adpmod","det","advmod", "DT", "JJ", "NNS", "IN", "PRP$", "every_few few_days days_at at_his", "DT_JJ JJ_NNS NNS_IN IN_PRP$", "every_few_days few_days_at days_at_his", "DT_JJ_NNS JJ_NNS_IN NNS_IN_PRP$","det","amod","dobj","adpmod","poss", "each other for a little every few days at his", 0, 0, "", "", "bit", non_possession
"1_27_78","JJ","DT","NN","RB","DT", "a_little little_bit bit_every every_few", "DT_RB RB_NN NN_DT DT_JJ", "a_little_bit little_bit_every bit_every_few", "DT_RB_NN RB_NN_DT NN_DT_JJ","det","advmod","adpobj","det","amod", "IN", "PRP$", "NN", "", "", "at_his his_workplace", "IN_PRP$ PRP$_NN", "at_his_workplace", "IN_PRP$_NN","adpmod","poss","adpobj","","", "a little bit every few at his workplace", 0, 1, "", "", "days", non_possession
"1_27_82","PRP$","IN","NNS","JJ","DT", "every_few few_days days_at at_his", "DT_JJ JJ_NNS NNS_IN IN_PRP$", "every_few_days few_days_at days_at_his", "DT_JJ_NNS JJ_NNS_IN NNS_IN_PRP$","det","amod","dobj","adpmod","poss", "", "", "", "", "", "", "", "", "","","","","","", "every few days at his", 1, 0, "", "", "workplace", non_possession
"1_28_3","PRP$","VBD","PRP", "", "", "He_knew knew_his", "PRP_VBD VBD_PRP$", "He_knew_his", "PRP_VBD_PRP$","","","nsubj","ROOT","poss", "VBD", "JJR", "IN", "NN", "CC", "was_less less_than than_ideal ideal_but", "VBD_JJR JJR_IN IN_NN NN_CC", "was_less_than less_than_ideal than_ideal_but", "VBD_JJR_IN JJR_IN_NN IN_NN_CC","ccomp","acomp","advmod","adpobj","cc", "He knew his was less than ideal but", 1, 0, "", "", "situation", non_possession
"1_28_7","IN","JJR","VBD","NN","PRP$", "his_situation situation_was was_less less_than", "PRP$_NN NN_VBD VBD_JJR JJR_IN", "his_situation_was situation_was_less was_less_than", "PRP$_NN_VBD NN_VBD_JJR VBD_JJR_IN","poss","nsubj","ccomp","acomp","advmod", "CC", "RB", "IN", "VBG", "PRP", "but_instead instead_of of_letting letting_it", "CC_RB RB_IN IN_VBG VBG_PRP", "but_instead_of instead_of_letting of_letting_it", "CC_RB_IN RB_IN_VBG IN_VBG_PRP","cc","","adpmod","adpcomp","", "his situation was less than but instead of letting it", 0, 1, "", "", "ideal", non_possession
"1_28_15","DT","PRP","VBG","IN","RB", "instead_of of_letting letting_it it_all", "RB_IN IN_VBG VBG_PRP PRP_DT", "instead_of_letting of_letting_it letting_it_all", "RB_IN_VBG IN_VBG_PRP VBG_PRP_DT","","adpmod","adpcomp","","det", "PRP", "IN", "PRP", "VBD", "IN", "him_down down_he he_spoke spoke_with", "PRP_IN IN_PRP PRP_VBD VBD_IN", "him_down_he down_he_spoke he_spoke_with", "PRP_IN_PRP IN_PRP_VBD PRP_VBD_IN","nsubj","mark","nsubj","rcmod","adpmod", "instead of letting it all him down he spoke with", 0, 0, "", "", "get", non_possession
"1_28_23","JJ","IN","VBD","PRP","IN", "down_he he_spoke spoke_with with_great", "IN_PRP PRP_VBD VBD_IN IN_JJ", "down_he_spoke he_spoke_with spoke_with_great", "IN_PRP_VBD PRP_VBD_IN VBD_IN_JJ","mark","nsubj","rcmod","adpmod","amod", "IN", "PRP$", "NNS", "TO", "VB", "of_his his_plans plans_to to_open", "IN_PRP$ PRP$_NNS NNS_TO TO_VB", "of_his_plans his_plans_to plans_to_open", "IN_PRP$_NNS PRP$_NNS_TO NNS_TO_VB","adpmod","poss","adpobj","aux","xcomp", "down he spoke with great of his plans to open", 0, 1, "", "", "vigor", non_possession
"1_28_26","PRP$","IN","NN","JJ","IN", "with_great great_vigor vigor_of of_his", "IN_JJ JJ_NN NN_IN IN_PRP$", "with_great_vigor great_vigor_of vigor_of_his", "IN_JJ_NN JJ_NN_IN NN_IN_PRP$","adpmod","amod","adpobj","adpmod","poss", "TO", "VB", "RP", "DT", "NN", "to_open open_up up_a a_business", "TO_VB VB_RP RP_DT DT_NN", "to_open_up open_up_a up_a_business", "TO_VB_RP VB_RP_DT RP_DT_NN","aux","xcomp","prt","det","dobj", "with great vigor of his to open up a business", 1, 0, "", "", "plans", non_possession
"1_28_31","DT","RP","VB","TO","NNS", "plans_to to_open open_up up_a", "NNS_TO TO_VB VB_RP RP_DT", "plans_to_open to_open_up open_up_a", "NNS_TO_VB TO_VB_RP VB_RP_DT","adpobj","aux","xcomp","prt","det", "RB", "IN", "NNP", "", "", "back_in in_Myanmar", "RB_IN IN_NNP", "back_in_Myanmar", "RB_IN_NNP","advmod","adpmod","adpobj","","", "plans to open up a back in Myanmar", 0, 0, "", "", "business", non_possession
"1_28_34","IN","RB","NN","DT","RP", "up_a a_business business_back back_in", "RP_DT DT_NN NN_RB RB_IN", "up_a_business a_business_back business_back_in", "RP_DT_NN DT_NN_RB NN_RB_IN","prt","det","dobj","advmod","adpmod", "", "", "", "", "", "", "", "", "","","","","","", "up a business back in", 0, 0, "", "", "Myanmar", non_possession
"1_29_13","JJ","IN","VBD","PRP","IN", "than_it it_seemed seemed_at at_first", "IN_PRP PRP_VBD VBD_IN IN_JJ", "than_it_seemed it_seemed_at seemed_at_first", "IN_PRP_VBD PRP_VBD_IN VBD_IN_JJ","mark","nsubj","advcl","adpmod","amod", "", "", "", "", "", "", "", "", "","","","","","", "than it seemed at first", 0, 1, "", "", "glance", non_possession
"1_29_15", "", "", "", "", "", "", "", "", "","","","","","", "VBZ", "CC", "NNS", "VBP", "RB", "hopes_and and_dreams dreams_are are_not", "VBZ_CC CC_NNS NNS_VBP VBP_RB", "hopes_and_dreams and_dreams_are dreams_are_not", "VBZ_CC_NNS CC_NNS_VBP NNS_VBP_RB","nsubj","cc","conj","ROOT","advmod", "hopes and dreams are not", 0, 0, "", "", "His", non_possession
"1_29_18","CC","VBZ","NNP", "", "", "His_hopes hopes_and", "NNP_VBZ VBZ_CC", "His_hopes_and", "NNP_VBZ_CC","","","poss","nsubj","cc", "VBP", "RB", "RB", "JJ", "IN", "are_not not_much much_different different_than", "VBP_RB RB_RB RB_JJ JJ_IN", "are_not_much not_much_different much_different_than", "VBP_RB_RB RB_RB_JJ RB_JJ_IN","ROOT","advmod","advmod","acomp","adpmod", "His hopes and are not much different than", 1, 0, "", "", "dreams", non_possession
"1_29_29","PRP$","VBZ","CC","JJ","IN", "than_mine mine_nor nor_is is_his", "IN_JJ JJ_CC CC_VBZ VBZ_PRP$", "than_mine_nor mine_nor_is nor_is_his", "IN_JJ_CC JJ_CC_VBZ CC_VBZ_PRP$","adpmod","adpobj","cc","conj","poss", "TO", "VB", "PRP", "", "", "to_materialize materialize_them", "TO_VB VB_PRP", "to_materialize_them", "TO_VB_PRP","aux","xcomp","","","", "than mine nor is his to materialize them", 1, 0, "", "", "struggle", non_possession
"1_29_41","JJ","RBR","RB","DT","VBD", "had_a a_much much_more more_difficult", "VBD_DT DT_RB RB_RBR RBR_JJ", "had_a_much a_much_more much_more_difficult", "VBD_DT_RB DT_RB_RBR RB_RBR_JJ","ROOT","det","advmod","advmod","amod", "NN", "IN", "DT", "NN", "IN", "position_in in_this this_life life_than", "NN_IN IN_DT DT_NN NN_IN", "position_in_this in_this_life this_life_than", "NN_IN_DT IN_DT_NN DT_NN_IN","dobj","adpmod","det","adpobj","mark", "had a much more difficult position in this life than", 0, 1, "", "", "starting", non_possession
"1_29_42","NN","JJ","RBR","RB","DT", "a_much much_more more_difficult difficult_starting", "DT_RB RB_RBR RBR_JJ JJ_NN", "a_much_more much_more_difficult more_difficult_starting", "DT_RB_RBR RB_RBR_JJ RBR_JJ_NN","det","advmod","advmod","amod","compmod", "IN", "DT", "NN", "IN", "PRP", "in_this this_life life_than than_I", "IN_DT DT_NN NN_IN IN_PRP", "in_this_life this_life_than life_than_I", "IN_DT_NN DT_NN_IN NN_IN_PRP","adpmod","det","adpobj","mark","nsubj", "a much more difficult starting in this life than I", 0, 1, "", "", "position", non_possession
"1_29_45","DT","IN","NN","NN","JJ", "difficult_starting starting_position position_in in_this", "JJ_NN NN_NN NN_IN IN_DT", "difficult_starting_position starting_position_in position_in_this", "JJ_NN_NN NN_NN_IN NN_IN_DT","amod","compmod","dobj","adpmod","det", "IN", "PRP", "VBD", "", "", "than_I I_did", "IN_PRP PRP_VBD", "than_I_did", "IN_PRP_VBD","mark","nsubj","ccomp","","", "difficult starting position in this than I did", 0, 0, "", "", "life", non_possession
"1_29_62","VB","TO","VBN","RB","VB", "be_too too_keen keen_to to_trade", "VB_RB RB_VBN VBN_TO TO_VB", "be_too_keen too_keen_to keen_to_trade", "VB_RB_VBN RB_VBN_TO VBN_TO_VB","ROOT","advmod","ccomp","aux","xcomp", "IN", "PRP", "", "", "", "with_him", "IN_PRP", "", "","adpmod","","","","", "be too keen to trade with him", 0, 0, "", "", "places", non_possession
"1_30_2","VBP","PRP", "", "", "", "We_find", "PRP_VBP", "", "","","","","nsubj","ROOT", "IN", "JJ", "NNS", "", "", "in_unexpected unexpected_places", "IN_JJ JJ_NNS", "in_unexpected_places", "IN_JJ_NNS","adpmod","amod","adpobj","","", "We find in unexpected places", 0, 0, "", "", "happiness", non_possession
"1_30_5","JJ","IN","NN","VBP","PRP", "We_find find_happiness happiness_in in_unexpected", "PRP_VBP VBP_NN NN_IN IN_JJ", "We_find_happiness find_happiness_in happiness_in_unexpected", "PRP_VBP_NN VBP_NN_IN NN_IN_JJ","nsubj","ROOT","","adpmod","amod", "", "", "", "", "", "", "", "", "","","","","","", "We find happiness in unexpected", 0, 1, "", "", "places", non_possession
"1_31_3","DT","IN","VBG", "", "", "Trying_out out_a", "VBG_IN IN_DT", "Trying_out_a", "VBG_IN_DT","","","","adpmod","det", "JJ", "DT", "NN", "WDT", "VBZ", "it’s_a a_fruit fruit_that that_resembles", "JJ_DT DT_NN NN_WDT WDT_VBZ", "it’s_a_fruit a_fruit_that fruit_that_resembles", "JJ_DT_NN DT_NN_WDT NN_WDT_VBZ","amod","det","appos","nsubj","ccomp", "Trying out a its a fruit that resembles", 0, 0, "", "", "pomelo", possession
"1_31_7","DT","JJ","NN","DT","IN", "out_a a_pomelo pomelo_it’s it’s_a", "IN_DT DT_NN NN_JJ JJ_DT", "out_a_pomelo a_pomelo_it’s pomelo_it’s_a", "IN_DT_NN DT_NN_JJ NN_JJ_DT","adpmod","det","adpobj","amod","det", "WDT", "VBZ", "DT", "NN", "CC", "that_resembles resembles_an an_orange orange_and", "WDT_VBZ VBZ_DT DT_NN NN_CC", "that_resembles_an resembles_an_orange an_orange_and", "WDT_VBZ_DT VBZ_DT_NN DT_NN_CC","nsubj","ccomp","det","nsubj","cc", "out a pomelo it’s a that resembles an orange and", 0, 1, "", "", "fruit", non_possession
